true\pred,0,100,101,102,103,200,210,211,220
0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0
101,0,1,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0,0
200,0,0,0,0,0,0,0,0,0
210,0,0,0,0,0,1,0,0,0
211,0,0,0,0,0,0,0,0,0
220,1,0,0,0,0,0,0,0,0
