true\pred,0,100,101,102,103,105,210,211,220,330,413,601
0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,1,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0,0,0,0
210,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,0,0,0,0,0
220,0,0,0,0,0,0,0,0,0,0,0,0
330,0,0,0,0,0,0,0,0,0,0,0,0
413,0,0,0,0,0,0,0,0,1,0,0,0
601,1,0,0,0,0,0,0,0,0,0,0,0
